iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
204948  IM CO ROMO Rocky_Mountain_National_Park                                                        National_Park                         180076609
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
226274  PW CA JOMU John_Muir_National_Historic_Site                                                    National_Historic_Site                1445658  
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
229295  PW CA MUWO Muir_Woods_National_Monument                                                        National_Monument                     64822563 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
234493  PW CA PORE Point_Reyes_National_Seashore                                                       National_Seashore                     97582250 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
247533  PW CA PINN Pinnacles_National_Park                                                             National_Park                         10492968 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
255923  PW CA YOSE Yosemite_National_Park                                                              National_Park                         190404561
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
255948  PW CA KICA Kings_Canyon_National_Park                                                          National_Park                         52978184 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
255952  PW CA GOGA Golden_Gate_National_Recreation_Area                                                National_Recreation_Area              611031225
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
255957  PW CA CABR Cabrillo_National_Monument                                                          National_Monument                     75848069 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
262325  PW CA LAVO Lassen_Volcanic_National_Park                                                       National_Park                         28290902 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
262358  PW CA LABE Lava_Beds_National_Monument                                                         National_Monument                     6870346  
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
266000  PW CA SEQU Sequoia_National_Park                                                               National_Park                         62857221 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
266641  PW CA DEPO Devils_Postpile_National_Monument                                                   National_Monument                     6079064  
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
277109  PW CA REDW Redwood_National_Park                                                               National_Park                         19353209 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
277261  PW CA JOTR Joshua_Tree_National_Park                                                           National_Park                         56684694 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
277263  PW CA SAMO Santa_Monica_Mountains_National_Recreation_Area                                     National_Recreation_Area              17573474 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
277264  PW CA WHIS Whiskeytown-Shasta-Trinity_National_Recreation_Area                                 National_Recreation_Area              52768231 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
282677  SE FL FOCA Fort_Caroline_National_Memorial                                                     National_Memorial                     8345789  
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
293666  SE FL EVER Everglades_National_Park                                                            National_Park                         56228594 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
294450  SE FL BISC Biscayne_National_Park                                                              National_Park                         18615078 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
294586  SE FL DESO De_Soto_National_Memorial                                                           National_Memorial                     11426649 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
302659  SE FL BICY Big_Cypress_National_Preserve                                                       National_Preserve                     16439262 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
307632  SE FL DRTO Dry_Tortugas_National_Park                                                          National_Park                         2004566  
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
307730  SE FL CANA Canaveral_National_Seashore                                                         National_Seashore                     44656991 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
307911  SE FL CASA Castillo_de_San_Marcos_National_Monument                                            National_Monument                     44625047 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
307963  SE FL FOMA Fort_Matanzas_National_Monument                                                     National_Monument                     24269348 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
310345  SE GA KEMO Kennesaw_Mountain_National_Battlefield_Park                                         National_Battlefield_Park             55767162 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
310534  SE GA ANDE Andersonville_National_Historic_Site                                                National_Historic_Site                6513701  
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
314290  SE GA FOFR Fort_Frederica_National_Monument                                                    National_Monument                     15513013 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
314296  SE GA FOPU Fort_Pulaski_National_Monument                                                      National_Monument                     19060284 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
325829  SE GA CUIS Cumberland_Island_National_Seashore                                                 National_Seashore                     1846435  
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
330990  SE GA CHCH Chickamauga_and_Chattanooga_National_Military_Park                                  National_Military_Park                63910183 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
358382  PW HI HALE Haleakala_National_Park                                                             National_Park                         52237942 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
358732  PW HI PUHO Pu'uhonua_o_Honaunau_National_Historical_Park                                       National_Historical_Park              18694177 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
365030  PW HI KALA Kalaupapa_National_Historical_Park                                                  National_Historical_Park              1310804  
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
365210  PW HI HAVO Hawai'i_Volcanoes_National_Park                                                     National_Park                         82993984 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
394735  PW WA NEPE Nez_Perce_National_Historical_Park                                                  National_Historical_Park              9566104  
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
395749  PW ID HAFO Hagerman_Fossil_Beds_National_Monument                                              National_Monument                     433428   
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
401309  PW ID CIRO City_of_Rocks_National_Reserve                                                      National_Reserve                      2079402  
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
446882  MW IN LIBO Lincoln_Boyhood_National_Memorial                                                   National_Memorial                     8787121  
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
446903  MW IN INDU Indiana_Dunes_National_Lakeshore                                                    National_Lakeshore                    67586940 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
447197  MW IN GERO George_Rogers_Clark_National_Historical_Park                                        National_Historical_Park              5604410  
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
456249  MW IA EFMO Effigy_Mounds_National_Monument                                                     National_Monument                     5185912  
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
457629  MW IA HEHO Herbert_Hoover_National_Historic_Site                                               National_Historic_Site                10342578 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
475845  MW KS FOLS Fort_Larned_National_Historic_Site                                                  National_Historic_Site                1796546  
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
480986  MW KS FOSC Fort_Scott_National_Historic_Site                                                   National_Historic_Site                1804630  
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
490476  SE KY CUGA Cumberland_Gap_National_Historical_Park                                             National_Historical_Park              40057258 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
496556  SE KY ABLI Abraham_Lincoln_Birthplace_National_Historical_Park                                 National_Historical_Park              20740061 
iiiiiii rr ss cccc nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ttttttttttttttttttttttttttttttttttttt vvvvvvvvv
507318  SE KY MACA Mammoth_Cave_National_Park                                                          National_Park                         84750237 
